title,filename,tm,phi,uri,doi,edcs,edr,epicum,0,term_cert_0,term_key_0,term_ref_0,term_text_0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 3075,isic3075,645427,331997,http://sicily.classics.ox.ac.uk/inscription/isic3075,10.5281/zenodo.4388081,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1057,isic1057,492685,175475,http://sicily.classics.ox.ac.uk/inscription/isic1057,10.5281/zenodo.4351438,39102212,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0173,isic0173,175681,,http://sicily.classics.ox.ac.uk/inscription/isic0173,10.5281/zenodo.4334418,10900653,078715,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4250,isic4250,,334830,http://sicily.classics.ox.ac.uk/inscription/isic4250,10.5281/zenodo.4390228,,,,,,,,,,,,
I.Sicily inscription 0758,isic0758,175794,,http://sicily.classics.ox.ac.uk/inscription/isic0758,10.5281/zenodo.4385228,6100287,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3852,isic3852,,334278,http://sicily.classics.ox.ac.uk/inscription/isic3852,10.5281/zenodo.4389077,,,,,,,,,,,,
I.Sicily inscription 4038,isic4038,,334549,http://sicily.classics.ox.ac.uk/inscription/isic4038,10.5281/zenodo.4389638,,,,,,,,,,,,
I.Sicily inscription 2978,isic2978,645332,175481,http://sicily.classics.ox.ac.uk/inscription/isic2978,10.5281/zenodo.4387855,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0989,isic0989,492616,140467,http://sicily.classics.ox.ac.uk/inscription/isic0989,10.5281/zenodo.4340280,39102143,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0567,isic0567,594205,,http://sicily.classics.ox.ac.uk/inscription/isic0567,10.5281/zenodo.4384950,23500442,,,,,,,(?),,,,
I.Sicily inscription 1453,isic1453,284898,175678,http://sicily.classics.ox.ac.uk/inscription/isic1453,10.5281/zenodo.4354070,64800243,112429,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3257,isic3257,285133,,http://sicily.classics.ox.ac.uk/inscription/isic3257,10.5281/zenodo.4357945,14201029,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1217,isic1217,492821,334685,http://sicily.classics.ox.ac.uk/inscription/isic1217,10.5281/zenodo.4385607,39101581,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2748,isic2748,645151,336188,http://sicily.classics.ox.ac.uk/inscription/isic2748,10.5281/zenodo.4355045,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary; honorific,,,,
I.Sicily inscription 3092,isic3092,645440,331418,http://sicily.classics.ox.ac.uk/inscription/isic3092,10.5281/zenodo.4388109,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1364,isic1364,492978,140869,http://sicily.classics.ox.ac.uk/inscription/isic1364,10.5281/zenodo.4385834,39101744,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3929,isic3929,,334393,http://sicily.classics.ox.ac.uk/inscription/isic3929,10.5281/zenodo.4389387,,,,,,,,,,,,
I.Sicily inscription 1205,isic1205,492809,140689,http://sicily.classics.ox.ac.uk/inscription/isic1205,10.5281/zenodo.4385599,39101569,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0775,isic0775,493958,334891,http://sicily.classics.ox.ac.uk/inscription/isic0775,10.5281/zenodo.4339088,32701117,158488,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication (?),,,,
I.Sicily inscription 1608,isic1608,645065,,http://sicily.classics.ox.ac.uk/inscription/isic1608,10.5281/zenodo.4386187,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0516,isic0516,491741,,http://sicily.classics.ox.ac.uk/inscription/isic0516,10.5281/zenodo.4384837,22000822,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 4259,isic4259,,334845,http://sicily.classics.ox.ac.uk/inscription/isic4259,10.5281/zenodo.4390246,,,,,,,,,,,,
I.Sicily inscription 3780,isic3780,,334177,http://sicily.classics.ox.ac.uk/inscription/isic3780,10.5281/zenodo.4381592,,,,,,,,,,,,
I.Sicily inscription 1074,isic1074,491441,330074,http://sicily.classics.ox.ac.uk/inscription/isic1074,10.5281/zenodo.4351448,70901064,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Monumental fragment recording a basilica,isic3580,645651,,http://sicily.classics.ox.ac.uk/inscription/isic3580,10.5281/zenodo.4358774,,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
Statue base for Hieron II of Syracuse,isic0823,285056,140291,http://sicily.classics.ox.ac.uk/inscription/isic0823,10.5281/zenodo.4339576,39101971,114423,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0037,isic0037,491829,,http://sicily.classics.ox.ac.uk/inscription/isic0037,10.5281/zenodo.4333857,22100033,137779,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 1400,isic1400,493016,140908,http://sicily.classics.ox.ac.uk/inscription/isic1400,10.5281/zenodo.4385884,39101528,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0569,isic0569,491817,,http://sicily.classics.ox.ac.uk/inscription/isic0569,10.5281/zenodo.4384956,22100021,138358,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0317,isic0317,491524,,http://sicily.classics.ox.ac.uk/inscription/isic0317,10.5281/zenodo.4384285,21900352,141132,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,
I.Sicily inscription 3108,isic3108,284792,,http://sicily.classics.ox.ac.uk/inscription/isic3108,10.5281/zenodo.4388147,65200114,105600,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3688,isic3688,,,http://sicily.classics.ox.ac.uk/inscription/isic3688,10.5281/zenodo.4388960,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1051,isic1051,492679,175454,http://sicily.classics.ox.ac.uk/inscription/isic1051,10.5281/zenodo.4385404,39102205,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1267,isic1267,492874,140756,http://sicily.classics.ox.ac.uk/inscription/isic1267,10.5281/zenodo.4385719,39101636,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3698,isic3698,,330087,http://sicily.classics.ox.ac.uk/inscription/isic3698,10.5281/zenodo.4388980,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 4358,isic4358,,,http://sicily.classics.ox.ac.uk/inscription/isic4358,10.5281/zenodo.4390380,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0885,isic0885,492515,140366,http://sicily.classics.ox.ac.uk/inscription/isic0885,10.5281/zenodo.4339808,39102042,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0108,isic0108,285029,,http://sicily.classics.ox.ac.uk/inscription/isic0108,10.5281/zenodo.4334158,10900637,110885,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3737,isic3737,,334124,http://sicily.classics.ox.ac.uk/inscription/isic3737,10.5281/zenodo.4381488,,,,,,,,,,,,
I.Sicily inscription 0178,isic0178,285312,,http://sicily.classics.ox.ac.uk/inscription/isic0178,10.5281/zenodo.4334442,22100109,127543,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0229,isic0229,285306,,http://sicily.classics.ox.ac.uk/inscription/isic0229,10.5281/zenodo.4334656,22100145,127532,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3348,isic3348,645592,,http://sicily.classics.ox.ac.uk/inscription/isic3348,10.5281/zenodo.4388438,70901004,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 2932,isic2932,645316,331425,http://sicily.classics.ox.ac.uk/inscription/isic2932,10.5281/zenodo.4387753,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2823,isic2823,645219,334461,http://sicily.classics.ox.ac.uk/inscription/isic2823,10.5281/zenodo.4387455,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
"Epitaph of Martinus, a coachman",isic2925,175837,,http://sicily.classics.ox.ac.uk/inscription/isic2925,10.5281/zenodo.4356460,13900569,073822,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0511,isic0511,491736,,http://sicily.classics.ox.ac.uk/inscription/isic0511,10.5281/zenodo.4384831,22000817,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific (?),,,,
I.Sicily inscription 0481,isic0481,491706,,http://sicily.classics.ox.ac.uk/inscription/isic0481,10.5281/zenodo.4384427,21900541,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 3238,isic3238,493976,,http://sicily.classics.ox.ac.uk/inscription/isic3238,10.5281/zenodo.4357356,22200395,139214,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2786,isic2786,645183,334258,http://sicily.classics.ox.ac.uk/inscription/isic2786,10.5281/zenodo.4355158,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
"Funerary inscription for Nikasis, son of Aristokrates",isic3387,645658,,http://sicily.classics.ox.ac.uk/inscription/isic3387,10.5281/zenodo.4358480,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1379,isic1379,492993,140885,http://sicily.classics.ox.ac.uk/inscription/isic1379,10.5281/zenodo.4385856,39101760,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4347,isic4347,,,http://sicily.classics.ox.ac.uk/inscription/isic4347,10.5281/zenodo.4390356,,,,,,,,(?),,,,
I.Sicily inscription 0577,isic0577,491832,,http://sicily.classics.ox.ac.uk/inscription/isic0577,10.5281/zenodo.4384974,22100036,138364,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0881,isic0881,492511,140362,http://sicily.classics.ox.ac.uk/inscription/isic0881,10.5281/zenodo.4339795,39102038,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Funerary inscription of Alphia,isic3428,644823,,http://sicily.classics.ox.ac.uk/inscription/isic3428,10.5281/zenodo.4382706,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4084,isic4084,,334611,http://sicily.classics.ox.ac.uk/inscription/isic4084,10.5281/zenodo.4389796,,,,,,,,,,,,
I.Sicily inscription 4221,isic4221,,334782,http://sicily.classics.ox.ac.uk/inscription/isic4221,10.5281/zenodo.4390166,,,,,,,,,,,,
I.Sicily inscription 0835,isic0835,492463,140312,http://sicily.classics.ox.ac.uk/inscription/isic0835,10.5281/zenodo.4339620,39101989,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3478,isic3478,645099,336137,http://sicily.classics.ox.ac.uk/inscription/isic3478,10.5281/zenodo.4388644,70900813,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3240,isic3240,645540,316223,http://sicily.classics.ox.ac.uk/inscription/isic3240,10.5281/zenodo.4357364,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 3696,isic3696,,330084,http://sicily.classics.ox.ac.uk/inscription/isic3696,10.5281/zenodo.4388974,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0136,isic0136,285123,,http://sicily.classics.ox.ac.uk/inscription/isic0136,10.5281/zenodo.4334261,22100080,111016,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1507,isic1507,645008,334288,http://sicily.classics.ox.ac.uk/inscription/isic1507,10.5281/zenodo.4386075,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4247,isic4247,,334824,http://sicily.classics.ox.ac.uk/inscription/isic4247,10.5281/zenodo.4390222,,,,,,,,,,,,
I.Sicily inscription 0091,isic0091,285281,,http://sicily.classics.ox.ac.uk/inscription/isic0091,10.5281/zenodo.4334095,22100044,127502,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 1249,isic1249,492855,329614,http://sicily.classics.ox.ac.uk/inscription/isic1249,10.5281/zenodo.4385679,39101617,,,,,accounts,http://www.eagle-network.eu/voc/typeins/lod/410.html,accounts,,,,
List of stratagoi,isic1246,492852,140734,http://sicily.classics.ox.ac.uk/inscription/isic1246,10.5281/zenodo.4352261,39101614,,,,,list of magistrates,http://www.eagle-network.eu/voc/typeins/lod/32.html,list of magistrates,,,,
I.Sicily inscription 4129,isic4129,,334670,http://sicily.classics.ox.ac.uk/inscription/isic4129,10.5281/zenodo.4389896,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Fragmentary Greek inscription (funerary?),isic1387,493002,140894,http://sicily.classics.ox.ac.uk/inscription/isic1387,10.5281/zenodo.4353583,39101514,149503,,,low,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 4012,isic4012,,334512,http://sicily.classics.ox.ac.uk/inscription/isic4012,10.5281/zenodo.4389577,,,,,,,,,,,,
I.Sicily inscription 4208,isic4208,,334768,http://sicily.classics.ox.ac.uk/inscription/isic4208,10.5281/zenodo.4390139,,,,,,,,,,,,
I.Sicily inscription 4156,isic4156,,334704,http://sicily.classics.ox.ac.uk/inscription/isic4156,10.5281/zenodo.4389955,,,,,,,,,,,,
I.Sicily inscription 4078,isic4078,,334604,http://sicily.classics.ox.ac.uk/inscription/isic4078,10.5281/zenodo.4389776,,,,,,,,,,,,
I.Sicily inscription 2919,isic2919,645308,,http://sicily.classics.ox.ac.uk/inscription/isic2919,10.5281/zenodo.4356432,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3455,isic3455,644933,,http://sicily.classics.ox.ac.uk/inscription/isic3455,10.5281/zenodo.4388604,70900741,,,,,,,(?),,,,
I.Sicily inscription 3410,isic3410,644955,140351,http://sicily.classics.ox.ac.uk/inscription/isic3410,10.5281/zenodo.4388526,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4143,isic4143,,334686,http://sicily.classics.ox.ac.uk/inscription/isic4143,10.5281/zenodo.4389928,,,,,,,,,,,,
I.Sicily inscription 0877,isic0877,492507,140358,http://sicily.classics.ox.ac.uk/inscription/isic0877,10.5281/zenodo.4339781,39102034,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1403,isic1403,493019,140911,http://sicily.classics.ox.ac.uk/inscription/isic1403,10.5281/zenodo.4385890,39101531,,,,,,,(?),,,,
I.Sicily inscription 0454,isic0454,491683,,http://sicily.classics.ox.ac.uk/inscription/isic0454,10.5281/zenodo.4337487,21900517,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4092,isic4092,,334623,http://sicily.classics.ox.ac.uk/inscription/isic4092,10.5281/zenodo.4389812,,,,,,,,,,,,
I.Sicily inscription 2847,isic2847,645241,334559,http://sicily.classics.ox.ac.uk/inscription/isic2847,10.5281/zenodo.4387507,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1145,isic1145,492758,140630,http://sicily.classics.ox.ac.uk/inscription/isic1145,10.5281/zenodo.4385530,39102302,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3645,isic3645,,,http://sicily.classics.ox.ac.uk/inscription/isic3645,10.5281/zenodo.4388892,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3217,isic3217,285106,,http://sicily.classics.ox.ac.uk/inscription/isic3217,10.5281/zenodo.4357276,14800331,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0596,isic0596,491861,,http://sicily.classics.ox.ac.uk/inscription/isic0596,10.5281/zenodo.4385012,22100600,142513,,,,,,(?),,,,
I.Sicily inscription 0302,isic0302,491512,,http://sicily.classics.ox.ac.uk/inscription/isic0302,10.5281/zenodo.4335075,21900337,141067,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 3970,isic3970,,334448,http://sicily.classics.ox.ac.uk/inscription/isic3970,10.5281/zenodo.4389479,,,,,,,,,,,,
I.Sicily inscription 2948,isic2948,644857,,http://sicily.classics.ox.ac.uk/inscription/isic2948,10.5281/zenodo.4387779,59500342,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 2926,isic2926,645310,,http://sicily.classics.ox.ac.uk/inscription/isic2926,10.5281/zenodo.4356464,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Inscribed boundary stone,isic1404,493020,333152,http://sicily.classics.ox.ac.uk/inscription/isic1404,10.5281/zenodo.4353969,39101532,,,,,terminus,http://www.eagle-network.eu/voc/typeins/lod/96.html,terminus,,,,
I.Sicily inscription 0927,isic0927,492557,140408,http://sicily.classics.ox.ac.uk/inscription/isic0927,10.5281/zenodo.4340092,39102084,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0654,isic0654,494115,,http://sicily.classics.ox.ac.uk/inscription/isic0654,10.5281/zenodo.4385102,3700327,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1075,isic1075,492701,140555,http://sicily.classics.ox.ac.uk/inscription/isic1075,10.5281/zenodo.4385443,39102230,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3415,isic3415,644960,,http://sicily.classics.ox.ac.uk/inscription/isic3415,10.5281/zenodo.4388536,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1253,isic1253,492859,329618,http://sicily.classics.ox.ac.uk/inscription/isic1253,10.5281/zenodo.4385687,39101621,,,,,accounts,http://www.eagle-network.eu/voc/typeins/lod/410.html,accounts,,,,
I.Sicily inscription 0140,isic0140,175705,,http://sicily.classics.ox.ac.uk/inscription/isic0140,10.5281/zenodo.4334277,8900405,077927,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4061,isic4061,,334579,http://sicily.classics.ox.ac.uk/inscription/isic4061,10.5281/zenodo.4389726,,,,,,,,,,,,
I.Sicily inscription 1612,isic1612,645069,,http://sicily.classics.ox.ac.uk/inscription/isic1612,10.5281/zenodo.4386199,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
