title,filename,tm,phi,uri,doi,edcs,edr,epicum,0,term_cert_0,term_key_0,term_ref_0,term_text_0,0,term_key_1,term_ref_1,term_text_1
I.Sicily inscription 3837,isic3837,,334261,http://sicily.classics.ox.ac.uk/inscription/isic3837,10.5281/zenodo.4381742,,,,,,,,,,,,
I.Sicily inscription 3752,isic3752,,334144,http://sicily.classics.ox.ac.uk/inscription/isic3752,10.5281/zenodo.4381522,,,,,,,,,,,,
I.Sicily inscription 3940,isic3940,,334412,http://sicily.classics.ox.ac.uk/inscription/isic3940,10.5281/zenodo.4389409,,,,,,,,,,,,
I.Sicily inscription 0908,isic0908,492538,140389,http://sicily.classics.ox.ac.uk/inscription/isic0908,10.5281/zenodo.4340021,39102065,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 0746,isic0746,491636,,http://sicily.classics.ox.ac.uk/inscription/isic0746,10.5281/zenodo.4339022,21900466,,,,,seat inscription,http://www.eagle-network.eu/voc/typeins/lod/111.html,"seat
                        inscription",,,,
I.Sicily inscription 4070,isic4070,,334590,http://sicily.classics.ox.ac.uk/inscription/isic4070,10.5281/zenodo.4389756,,,,,,,,,,,,
Inscription recording building work by Publius Stertinius Threptus,isic3459,644936,,http://sicily.classics.ox.ac.uk/inscription/isic3459,10.5281/zenodo.4358552,,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 3501,isic3501,645369,336194,http://sicily.classics.ox.ac.uk/inscription/isic3501,10.5281/zenodo.4388676,,,,,,,,,,,,
I.Sicily inscription 0485,isic0485,491711,,http://sicily.classics.ox.ac.uk/inscription/isic0485,10.5281/zenodo.4384435,22000791,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
Epitaph for Phronimos,isic3452,644928,,http://sicily.classics.ox.ac.uk/inscription/isic3452,10.5281/zenodo.4358538,70900744,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3242,isic3242,285127,,http://sicily.classics.ox.ac.uk/inscription/isic3242,10.5281/zenodo.4357370,12600252,121664,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3543,isic3543,175683,,http://sicily.classics.ox.ac.uk/inscription/isic3543,10.5281/zenodo.4388734,8600288,078713,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Honours for Gaius Bultius Geminius Titianus,isic0513,491738,,http://sicily.classics.ox.ac.uk/inscription/isic0513,10.5281/zenodo.4337851,22000819,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 3551,isic3551,645626,337215,http://sicily.classics.ox.ac.uk/inscription/isic3551,10.5281/zenodo.4388750,71000773,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
terminus marker?,isic4389,,,http://sicily.classics.ox.ac.uk/inscription/isic4389,10.5281/zenodo.4381880,,,,,,terminus,http://www.eagle-network.eu/voc/typeins/lod/96.html,terminus,,,,
I.Sicily inscription 3883,isic3883,,334331,http://sicily.classics.ox.ac.uk/inscription/isic3883,10.5281/zenodo.4389138,,,,,,,,,,,,
I.Sicily inscription 0349,isic0349,491558,,http://sicily.classics.ox.ac.uk/inscription/isic0349,10.5281/zenodo.4384328,21900387,141174,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0426,isic0426,491654,,http://sicily.classics.ox.ac.uk/inscription/isic0426,10.5281/zenodo.4335626,21900488,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific; funerary,,,,
I.Sicily inscription 4227,isic4227,,334789,http://sicily.classics.ox.ac.uk/inscription/isic4227,10.5281/zenodo.4390178,,,,,,,,,,,,
I.Sicily inscription 4155,isic4155,,334703,http://sicily.classics.ox.ac.uk/inscription/isic4155,10.5281/zenodo.4389953,,,,,,,,,,,,
I.Sicily inscription 0165,isic0165,284853,,http://sicily.classics.ox.ac.uk/inscription/isic0165,10.5281/zenodo.4334388,10900651,111310,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3276,isic3276,493984,,http://sicily.classics.ox.ac.uk/inscription/isic3276,10.5281/zenodo.4358017,22200405,138802,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 3002,isic3002,645352,140306,http://sicily.classics.ox.ac.uk/inscription/isic3002,10.5281/zenodo.4387939,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 2738,isic2738,644837,,http://sicily.classics.ox.ac.uk/inscription/isic2738,10.5281/zenodo.4387333,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 0550,isic0550,491793,,http://sicily.classics.ox.ac.uk/inscription/isic0550,10.5281/zenodo.4384910,22000877,138309,,,,,,(?),,,,
I.Sicily inscription 0043,isic0043,491707,,http://sicily.classics.ox.ac.uk/inscription/isic0043,10.5281/zenodo.4333878,22000787,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3701,isic3701,,140867,http://sicily.classics.ox.ac.uk/inscription/isic3701,10.5281/zenodo.4389001,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1341,isic1341,492949,140838,http://sicily.classics.ox.ac.uk/inscription/isic1341,10.5281/zenodo.4385818,39101714,,,,,,,(?),,,,
I.Sicily inscription 1290,isic1290,492894,316307,http://sicily.classics.ox.ac.uk/inscription/isic1290,10.5281/zenodo.4352311,39101659,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3038,isic3038,645392,334598,http://sicily.classics.ox.ac.uk/inscription/isic3038,10.5281/zenodo.4388013,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4174,isic4174,,334724,http://sicily.classics.ox.ac.uk/inscription/isic4174,10.5281/zenodo.4389998,,,,,,,,,,,,
I.Sicily inscription 1577,isic1577,284905,175701,http://sicily.classics.ox.ac.uk/inscription/isic1577,10.5281/zenodo.4354532,41300087,112488,,,,,,(?),,,,
I.Sicily inscription 3679,isic3679,,,http://sicily.classics.ox.ac.uk/inscription/isic3679,10.5281/zenodo.4388942,,,,,,,,(?),,,,
I.Sicily inscription 2721,isic2721,645141,333388,http://sicily.classics.ox.ac.uk/inscription/isic2721,10.5281/zenodo.4355007,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Fragments of a painted library catalogue,isic0613,494031,340077,http://sicily.classics.ox.ac.uk/inscription/isic0613,10.5281/zenodo.4338089,55702035,,,,,painted text,http://www.eagle-network.eu/voc/typeins/lod/139.html,painted text,,,,
I.Sicily inscription 1605,isic1605,645062,,http://sicily.classics.ox.ac.uk/inscription/isic1605,10.5281/zenodo.4386179,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3888,isic3888,,334338,http://sicily.classics.ox.ac.uk/inscription/isic3888,10.5281/zenodo.4389152,,,,,,,,,,,,
I.Sicily inscription 1163,isic1163,492775,140648,http://sicily.classics.ox.ac.uk/inscription/isic1163,10.5281/zenodo.4385550,39102319,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2899,isic2899,645292,334645,http://sicily.classics.ox.ac.uk/inscription/isic2899,10.5281/zenodo.4387656,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3465,isic3465,285155,,http://sicily.classics.ox.ac.uk/inscription/isic3465,10.5281/zenodo.4388616,22100625,113413,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 0954,isic0954,492584,140435,http://sicily.classics.ox.ac.uk/inscription/isic0954,10.5281/zenodo.4340178,39102111,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3384,isic3384,645655,,http://sicily.classics.ox.ac.uk/inscription/isic3384,10.5281/zenodo.4388477,,,,,,,,(?),,,,
I.Sicily inscription 3115,isic3115,284801,330070,http://sicily.classics.ox.ac.uk/inscription/isic3115,10.5281/zenodo.4388149,64800020,105958,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3540,isic3540,284777,313667,http://sicily.classics.ox.ac.uk/inscription/isic3540,10.5281/zenodo.4358698,14805809,033619,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3722,isic3722,,334313,http://sicily.classics.ox.ac.uk/inscription/isic3722,10.5281/zenodo.4389051,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1635,isic1635,645086,,http://sicily.classics.ox.ac.uk/inscription/isic1635,10.5281/zenodo.4386246,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3622,isic3622,645695,,http://sicily.classics.ox.ac.uk/inscription/isic3622,10.5281/zenodo.4388847,63800027,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4283,isic4283,,334886,http://sicily.classics.ox.ac.uk/inscription/isic4283,10.5281/zenodo.4390297,,,,,,,,,,,,
I.Sicily inscription 3007,isic3007,645356,333354,http://sicily.classics.ox.ac.uk/inscription/isic3007,10.5281/zenodo.4387949,70900724,,,,,graffiti,http://www.eagle-network.eu/voc/typeins/lod/370.html,graffiti,,,,
I.Sicily inscription 1302,isic1302,492907,316225,http://sicily.classics.ox.ac.uk/inscription/isic1302,10.5281/zenodo.4353397,39101672,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4241,isic4241,,334815,http://sicily.classics.ox.ac.uk/inscription/isic4241,10.5281/zenodo.4390206,,,,,,,,,,,,
I.Sicily inscription 3642,isic3642,645708,,http://sicily.classics.ox.ac.uk/inscription/isic3642,10.5281/zenodo.4388886,70900996,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3175,isic3175,645505,329711,http://sicily.classics.ox.ac.uk/inscription/isic3175,10.5281/zenodo.4388258,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0782,isic0782,175686,,http://sicily.classics.ox.ac.uk/inscription/isic0782,10.5281/zenodo.4385249,8400265,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1599,isic1599,645056,,http://sicily.classics.ox.ac.uk/inscription/isic1599,10.5281/zenodo.4386163,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 4047,isic4047,,334561,http://sicily.classics.ox.ac.uk/inscription/isic4047,10.5281/zenodo.4389662,,,,,,,,,,,,
I.Sicily inscription 0372,isic0372,491583,,http://sicily.classics.ox.ac.uk/inscription/isic0372,10.5281/zenodo.4384363,21900412,141186,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1363,isic1363,492977,316282,http://sicily.classics.ox.ac.uk/inscription/isic1363,10.5281/zenodo.4353551,39101743,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0431,isic0431,491659,,http://sicily.classics.ox.ac.uk/inscription/isic0431,10.5281/zenodo.4335648,21900493,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3277,isic3277,493985,,http://sicily.classics.ox.ac.uk/inscription/isic3277,10.5281/zenodo.4358019,22200406,138800,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0530,isic0530,491753,,http://sicily.classics.ox.ac.uk/inscription/isic0530,10.5281/zenodo.4384870,22000836,,,,,,,(?),,,,
I.Sicily inscription 3185,isic3185,645515,329579,http://sicily.classics.ox.ac.uk/inscription/isic3185,10.5281/zenodo.4388292,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0614,isic0614,491380,,http://sicily.classics.ox.ac.uk/inscription/isic0614,10.5281/zenodo.4338091,380313,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 3958,isic3958,,334434,http://sicily.classics.ox.ac.uk/inscription/isic3958,10.5281/zenodo.4389455,,,,,,,,,,,,
I.Sicily inscription 0133,isic0133,285239,,http://sicily.classics.ox.ac.uk/inscription/isic0133,10.5281/zenodo.4334249,22100078,111014,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1488,isic1488,644994,336044,http://sicily.classics.ox.ac.uk/inscription/isic1488,10.5281/zenodo.4354171,,136008,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1105,isic1105,492724,140589,http://sicily.classics.ox.ac.uk/inscription/isic1105,10.5281/zenodo.4385504,39102263,,,,,,,(?),,,,
I.Sicily inscription 1395,isic1395,493010,140902,http://sicily.classics.ox.ac.uk/inscription/isic1395,10.5281/zenodo.4385874,39101522,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 4187,isic4187,,334742,http://sicily.classics.ox.ac.uk/inscription/isic4187,10.5281/zenodo.4390029,,,,,,,,,,,,
I.Sicily inscription 0977,isic0977,492603,140454,http://sicily.classics.ox.ac.uk/inscription/isic0977,10.5281/zenodo.4340244,39102130,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2764,isic2764,645161,332966,http://sicily.classics.ox.ac.uk/inscription/isic2764,10.5281/zenodo.4355065,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3555,isic3555,645630,337219,http://sicily.classics.ox.ac.uk/inscription/isic3555,10.5281/zenodo.4388758,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 4216,isic4216,,334777,http://sicily.classics.ox.ac.uk/inscription/isic4216,10.5281/zenodo.4390156,,,,,,,,,,,,
I.Sicily inscription 4171,isic4171,,334720,http://sicily.classics.ox.ac.uk/inscription/isic4171,10.5281/zenodo.4389991,,,,,,,,,,,,
I.Sicily inscription 1039,isic1039,492666,175486,http://sicily.classics.ox.ac.uk/inscription/isic1039,10.5281/zenodo.4385375,39102192,,,,,,,(?),,,,
I.Sicily inscription 0034,isic0034,491811,,http://sicily.classics.ox.ac.uk/inscription/isic0034,10.5281/zenodo.4333847,22100014,137868,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
"
Funerary inscription for Leontia and Kalliope
",isic1362,491452,316312,http://sicily.classics.ox.ac.uk/inscription/isic1362,10.5281/zenodo.4353547,38000201,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3011,isic3011,645359,331243,http://sicily.classics.ox.ac.uk/inscription/isic3011,10.5281/zenodo.4387959,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 3145,isic3145,645486,329957,http://sicily.classics.ox.ac.uk/inscription/isic3145,10.5281/zenodo.4388217,,,,,,graffiti,http://www.eagle-network.eu/voc/typeins/lod/370.html,graffiti,,,,
I.Sicily inscription 3340,isic3340,645585,334869,http://sicily.classics.ox.ac.uk/inscription/isic3340,10.5281/zenodo.4388422,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2991,isic2991,645341,,http://sicily.classics.ox.ac.uk/inscription/isic2991,10.5281/zenodo.4387879,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2934,isic2934,645317,,http://sicily.classics.ox.ac.uk/inscription/isic2934,10.5281/zenodo.4387757,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3567,isic3567,645638,337427,http://sicily.classics.ox.ac.uk/inscription/isic3567,10.5281/zenodo.4388778,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2744,isic2744,644842,336178,http://sicily.classics.ox.ac.uk/inscription/isic2744,10.5281/zenodo.4355031,64901074,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
Funerary inscription for Vipsanius Atticus,isic0383,491594,,http://sicily.classics.ox.ac.uk/inscription/isic0383,10.5281/zenodo.4335500,21900423,138809,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4158,isic4158,,334706,http://sicily.classics.ox.ac.uk/inscription/isic4158,10.5281/zenodo.4389959,,,,,,,,,,,,
I.Sicily inscription 0191,isic0191,285223,,http://sicily.classics.ox.ac.uk/inscription/isic0191,10.5281/zenodo.4334492,22100118,127386,,,low,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
Monumental Latin fragment,isic0408,491619,,http://sicily.classics.ox.ac.uk/inscription/isic0408,10.5281/zenodo.4335564,21900450,,,,,,,uncertain,,,,
I.Sicily inscription 1375,isic1375,492989,316263,http://sicily.classics.ox.ac.uk/inscription/isic1375,10.5281/zenodo.4353565,39101756,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3869,isic3869,,334306,http://sicily.classics.ox.ac.uk/inscription/isic3869,10.5281/zenodo.4389101,,,,,,,,,,,,
I.Sicily inscription 3884,isic3884,,334332,http://sicily.classics.ox.ac.uk/inscription/isic3884,10.5281/zenodo.4389140,,,,,,,,,,,,
I.Sicily inscription 1446,isic1446,493909,175663,http://sicily.classics.ox.ac.uk/inscription/isic1446,10.5281/zenodo.4354044,41300052,120883,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 1581,isic1581,493917,175718,http://sicily.classics.ox.ac.uk/inscription/isic1581,10.5281/zenodo.4354546,41300093,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0048,isic0048,491487,,http://sicily.classics.ox.ac.uk/inscription/isic0048,10.5281/zenodo.4333896,21900308,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0999,isic0999,492626,140477,http://sicily.classics.ox.ac.uk/inscription/isic0999,10.5281/zenodo.4340322,39102153,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary; votive (?),,,,
I.Sicily inscription 2924,isic2924,175840,,http://sicily.classics.ox.ac.uk/inscription/isic2924,10.5281/zenodo.4356454,13900572,073825,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 2875,isic2875,645269,334828,http://sicily.classics.ox.ac.uk/inscription/isic2875,10.5281/zenodo.4387583,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3924,isic3924,,334385,http://sicily.classics.ox.ac.uk/inscription/isic3924,10.5281/zenodo.4389377,,,,,,,,,,,,
I.Sicily inscription 2966,isic2966,645322,175459,http://sicily.classics.ox.ac.uk/inscription/isic2966,10.5281/zenodo.4387809,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 4049,isic4049,,334564,http://sicily.classics.ox.ac.uk/inscription/isic4049,10.5281/zenodo.4389666,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1383,isic1383,492997,140889,http://sicily.classics.ox.ac.uk/inscription/isic1383,10.5281/zenodo.4385864,39101764,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1053,isic1053,492681,140532,http://sicily.classics.ox.ac.uk/inscription/isic1053,10.5281/zenodo.4385408,39102207,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 3526,isic3526,284786,313648,http://sicily.classics.ox.ac.uk/inscription/isic3526,10.5281/zenodo.4388714,,100010,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0678,isic0678,175744,,http://sicily.classics.ox.ac.uk/inscription/isic0678,10.5281/zenodo.4385148,6100252,081487,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,honorific,,,,
I.Sicily inscription 2727,isic2727,645147,333214,http://sicily.classics.ox.ac.uk/inscription/isic2727,10.5281/zenodo.4387313,64400329,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building; honorific (?),,,,
I.Sicily inscription 3690,isic3690,,,http://sicily.classics.ox.ac.uk/inscription/isic3690,10.5281/zenodo.4381454,,,,,,,,,,,,
I.Sicily inscription 2982,isic2982,645335,175491,http://sicily.classics.ox.ac.uk/inscription/isic2982,10.5281/zenodo.4387863,,,,,,,,(?),,,,
I.Sicily inscription 3282,isic3282,645550,316257,http://sicily.classics.ox.ac.uk/inscription/isic3282,10.5281/zenodo.4358037,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3896,isic3896,,334350,http://sicily.classics.ox.ac.uk/inscription/isic3896,10.5281/zenodo.4389170,,,,,,,,,,,,
I.Sicily inscription 0421,isic0421,575350,,http://sicily.classics.ox.ac.uk/inscription/isic0421,10.5281/zenodo.4335606,21900542,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3907,isic3907,,334365,http://sicily.classics.ox.ac.uk/inscription/isic3907,10.5281/zenodo.4389335,,,,,,,,,,,,
I.Sicily inscription 4288,isic4288,,334895,http://sicily.classics.ox.ac.uk/inscription/isic4288,10.5281/zenodo.4390307,,,,,,,,,,,,
I.Sicily inscription 0250,isic0250,285323,,http://sicily.classics.ox.ac.uk/inscription/isic0250,10.5281/zenodo.4334725,22100574,127453,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary (?),,,,
I.Sicily inscription 3691,isic3691,,329593,http://sicily.classics.ox.ac.uk/inscription/isic3691,10.5281/zenodo.4388964,,,,,,,,,,,,
I.Sicily inscription 3274,isic3274,285146,,http://sicily.classics.ox.ac.uk/inscription/isic3274,10.5281/zenodo.4358009,17900202,122667,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1418,isic1418,644968,333355,http://sicily.classics.ox.ac.uk/inscription/isic1418,10.5281/zenodo.4353987,64900837,136203 + 136215,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 0177,isic0177,285318,,http://sicily.classics.ox.ac.uk/inscription/isic0177,10.5281/zenodo.4334438,22100108,127542,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0284,isic0284,491492,,http://sicily.classics.ox.ac.uk/inscription/isic0284,10.5281/zenodo.4334861,21900315,,,,,honorific,http://www.eagle-network.eu/voc/typeins/lod/69.html,"honorific;
                        building (?)",,,,
Fragmentary Latin inscription,isic4374,,,http://sicily.classics.ox.ac.uk/inscription/isic4374,10.5281/zenodo.4381830,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3568,isic3568,645639,337415,http://sicily.classics.ox.ac.uk/inscription/isic3568,10.5281/zenodo.4388780,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Fragmentary Latin inscription,isic4375,,,http://sicily.classics.ox.ac.uk/inscription/isic4375,10.5281/zenodo.4381832,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1595,isic1595,645052,,http://sicily.classics.ox.ac.uk/inscription/isic1595,10.5281/zenodo.4386155,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 1553,isic1553,284952,336482,http://sicily.classics.ox.ac.uk/inscription/isic1553,10.5281/zenodo.4354416,41300027,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1644,isic1644,494042,,http://sicily.classics.ox.ac.uk/inscription/isic1644,10.5281/zenodo.4354706,12700072,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0342,isic0342,491551,,http://sicily.classics.ox.ac.uk/inscription/isic0342,10.5281/zenodo.4384318,21900380,141169,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3172,isic3172,645502,329748,http://sicily.classics.ox.ac.uk/inscription/isic3172,10.5281/zenodo.4388252,,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 3472,isic3472,644941,336061,http://sicily.classics.ox.ac.uk/inscription/isic3472,10.5281/zenodo.4388630,70900721,,,,,decree,http://www.eagle-network.eu/voc/typeins/lod/384.html,decree,,,,
Sikel inscription,isic4394,,,http://sicily.classics.ox.ac.uk/inscription/isic4394,10.5281/zenodo.4381886,,,,,,unknown,https://www.eagle-network.eu/voc/typeins/lod/143.html,unknown,,,,
I.Sicily inscription 0363,isic0363,491574,,http://sicily.classics.ox.ac.uk/inscription/isic0363,10.5281/zenodo.4384355,21900403,141183,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1060,isic1060,492688,140540,http://sicily.classics.ox.ac.uk/inscription/isic1060,10.5281/zenodo.4385422,39102215,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
I.Sicily inscription 1111,isic1111,492727,140594,http://sicily.classics.ox.ac.uk/inscription/isic1111,10.5281/zenodo.4351535,39102268,,,,,building,http://www.eagle-network.eu/voc/typeins/lod/86.html,building,,,,
I.Sicily inscription 3807,isic3807,,334212,http://sicily.classics.ox.ac.uk/inscription/isic3807,10.5281/zenodo.4381666,,,,,,,,,,,,
I.Sicily inscription 3636,isic3636,645705,,http://sicily.classics.ox.ac.uk/inscription/isic3636,10.5281/zenodo.4388874,59500343,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0252,isic0252,285271,,http://sicily.classics.ox.ac.uk/inscription/isic0252,10.5281/zenodo.4334763,10900674,127490,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
Funerary inscription of Boulis,isic3321,645575,336159,http://sicily.classics.ox.ac.uk/inscription/isic3321,10.5281/zenodo.4358187,70900814,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 0856,isic0856,492484,140333,http://sicily.classics.ox.ac.uk/inscription/isic0856,10.5281/zenodo.4339698,39102010,,,,,funerary,http://www.eagle-network.eu/voc/typeins/lod/92.html,funerary,,,,
I.Sicily inscription 1597,isic1597,645054,,http://sicily.classics.ox.ac.uk/inscription/isic1597,10.5281/zenodo.4386159,,,,,,dedication,http://www.eagle-network.eu/voc/typeins/lod/88.html,dedication,,,,
