title,idno,terms
I.Sicily inscription 2999,"{'filename': 'isic2999', 'tm': '645349', 'phi': '332331', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2999', 'doi': '10.5281/zenodo.4387893'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 3810,"{'filename': 'isic3810', 'phi': '334216', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3810', 'doi': '10.5281/zenodo.4381672'}",[]
I.Sicily inscription 0277,"{'filename': 'isic0277', 'tm': '284767', 'edr': '033607', 'edcs': '21900307', 'phi': '313701', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0277', 'doi': '10.5281/zenodo.4334837'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1610,"{'filename': 'isic1610', 'tm': '645067', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1610', 'doi': '10.5281/zenodo.4386193'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication (?)'}]"
Epitaph for Ianouarios,"{'filename': 'isic1631', 'tm': '645082', 'phi': '175472', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1631', 'doi': '10.5281/zenodo.4386238'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3260,"{'filename': 'isic3260', 'tm': '493035', 'edcs': '28600001', 'phi': '316241', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3260', 'doi': '10.5281/zenodo.4357955'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0510,"{'filename': 'isic0510', 'tm': '491735', 'edcs': '22000816', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0510', 'doi': '10.5281/zenodo.4384829'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 0948,"{'filename': 'isic0948', 'tm': '492578', 'edcs': '39102105', 'phi': '140429', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0948', 'doi': '10.5281/zenodo.4340160'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 3057,"{'filename': 'isic3057', 'tm': '645411', 'phi': '334702', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3057', 'doi': '10.5281/zenodo.4388041'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1013,"{'filename': 'isic1013', 'tm': '492640', 'edcs': '39102167', 'phi': '140491', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1013', 'doi': '10.5281/zenodo.4351402'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0139,"{'filename': 'isic0139', 'tm': '284845', 'edr': '111020', 'edcs': '22100082', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0139', 'doi': '10.5281/zenodo.4334273'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3429,"{'filename': 'isic3429', 'tm': '644824', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3429', 'doi': '10.5281/zenodo.4388562'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1127,"{'filename': 'isic1127', 'tm': '492740', 'edcs': '39102284', 'phi': '140612', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1127', 'doi': '10.5281/zenodo.4385520'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2759,"{'filename': 'isic2759', 'tm': '285035', 'edcs': '64600165', 'phi': '175483', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2759', 'doi': '10.5281/zenodo.4387355'}","[{'key': 'prayer', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/85.html', 'text': 'prayer'}]"
I.Sicily inscription 1523,"{'filename': 'isic1523', 'tm': '645023', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1523', 'doi': '10.5281/zenodo.4354293'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1284,"{'filename': 'isic1284', 'tm': '492889', 'edcs': '39101653', 'phi': '140774', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1284', 'doi': '10.5281/zenodo.4385752'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 0679,"{'filename': 'isic0679', 'tm': '175745', 'edr': '081488', 'edcs': '6100253', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0679', 'doi': '10.5281/zenodo.4385150'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 1022,"{'filename': 'isic1022', 'tm': '492650', 'edcs': '39102176', 'phi': '140501', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1022', 'doi': '10.5281/zenodo.4385347'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2745,"{'filename': 'isic2745', 'tm': '644843', 'edcs': '64901086', 'phi': '340005', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2745', 'doi': '10.5281/zenodo.4355035'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 0811,"{'filename': 'isic0811', 'tm': '644905', 'edr': '140615', 'edcs': '41300112', 'phi': '175754', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0811', 'doi': '10.5281/zenodo.4339540'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 3090,"{'filename': 'isic3090', 'tm': '284916', 'edcs': '64900518', 'phi': '331406', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3090', 'doi': '10.5281/zenodo.4388105'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific (?)'}]"
I.Sicily inscription 1549,"{'filename': 'isic1549', 'tm': '284827', 'edr': '108272', 'edcs': '41300023', 'phi': '175614', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1549', 'doi': '10.5281/zenodo.4354398'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3250,"{'filename': 'isic3250', 'tm': '285129', 'edr': '121772', 'edcs': '13800902', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3250', 'doi': '10.5281/zenodo.4357401'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2865,"{'filename': 'isic2865', 'tm': '645259', 'phi': '334796', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2865', 'doi': '10.5281/zenodo.4387553'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1484,"{'filename': 'isic1484', 'tm': '644992', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1484', 'doi': '10.5281/zenodo.4385958'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3942,"{'filename': 'isic3942', 'phi': '334415', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3942', 'doi': '10.5281/zenodo.4389413'}",[]
I.Sicily inscription 3946,"{'filename': 'isic3946', 'phi': '334419', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3946', 'doi': '10.5281/zenodo.4389423'}",[]
I.Sicily inscription 3938,"{'filename': 'isic3938', 'phi': '334409', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3938', 'doi': '10.5281/zenodo.4389405'}",[]
Construction of fortification works under Sextus Pompeius by L. Plinius Rufus,"{'filename': 'isic0007', 'tm': '175824', 'edr': '071633', 'edcs': '14700098', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0007', 'doi': '10.5281/zenodo.4333745'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
Dedication to the emperor Augustus by the municipium ,"{'filename': 'isic0582', 'tm': '491839', 'edcs': '22100577', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0582', 'doi': '10.5281/zenodo.4337876'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 0980,"{'filename': 'isic0980', 'tm': '492606', 'edcs': '39102133', 'phi': '140457', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0980', 'doi': '10.5281/zenodo.4340252'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4230,"{'filename': 'isic4230', 'phi': '334794', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4230', 'doi': '10.5281/zenodo.4390184'}",[]
I.Sicily inscription 3650,"{'filename': 'isic3650', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3650', 'doi': '10.5281/zenodo.4388904'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 4108,"{'filename': 'isic4108', 'phi': '334644', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4108', 'doi': '10.5281/zenodo.4389848'}",[]
I.Sicily inscription 4248,"{'filename': 'isic4248', 'phi': '334825', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4248', 'doi': '10.5281/zenodo.4390224'}",[]
I.Sicily inscription 0028,"{'filename': 'isic0028', 'tm': '491788', 'edr': '137870', 'edcs': '22000872', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0028', 'doi': '10.5281/zenodo.4333828'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 2877,"{'filename': 'isic2877', 'tm': '645271', 'phi': '332711', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2877', 'doi': '10.5281/zenodo.4356410'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific; decree\n                        (?)'}]"
I.Sicily inscription 3892,"{'filename': 'isic3892', 'phi': '334345', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3892', 'doi': '10.5281/zenodo.4389160'}",[]
I.Sicily inscription 3309,"{'filename': 'isic3309', 'tm': '645570', 'phi': '316294', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3309', 'doi': '10.5281/zenodo.4358137'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4209,"{'filename': 'isic4209', 'phi': '334769', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4209', 'doi': '10.5281/zenodo.4390141'}",[]
I.Sicily inscription 0984,"{'filename': 'isic0984', 'tm': '492610', 'edcs': '39102137', 'phi': '140461', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0984', 'doi': '10.5281/zenodo.4340264'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1185,"{'filename': 'isic1185', 'tm': '492791', 'edcs': '39102340', 'phi': '140669', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1185', 'doi': '10.5281/zenodo.4385570'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0976,"{'filename': 'isic0976', 'tm': '492602', 'edcs': '39102129', 'phi': '140453', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0976', 'doi': '10.5281/zenodo.4385341'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
"
Inscribed statue base for Lucius Rubrius Proculus
","{'filename': 'isic0312', 'tm': '491519', 'edr': '139968', 'edcs': '21900347', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0312', 'doi': '10.5281/zenodo.4335103'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific'}]"
I.Sicily inscription 0217,"{'filename': 'isic0217', 'tm': '285303', 'edr': '127529', 'edcs': '22100137', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0217', 'doi': '10.5281/zenodo.4334620'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3668,"{'filename': 'isic3668', 'edr': '122923', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3668', 'doi': '10.5281/zenodo.4381438'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3746,"{'filename': 'isic3746', 'phi': '334136', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3746', 'doi': '10.5281/zenodo.4381506'}",[]
I.Sicily inscription 1370,"{'filename': 'isic1370', 'tm': '492983', 'edcs': '39101750', 'phi': '316280', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1370', 'doi': '10.5281/zenodo.4353561'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0379,"{'filename': 'isic0379', 'tm': '491572', 'edr': '139173', 'edcs': '21900401', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0379', 'doi': '10.5281/zenodo.4335498'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4109,"{'filename': 'isic4109', 'phi': '334646', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4109', 'doi': '10.5281/zenodo.4389850'}",[]
I.Sicily inscription 1160,"{'filename': 'isic1160', 'tm': '492772', 'edcs': '39102316', 'phi': '140645', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1160', 'doi': '10.5281/zenodo.4351669'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3476,"{'filename': 'isic3476', 'tm': '645097', 'edcs': '64500537', 'phi': '336070', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3476', 'doi': '10.5281/zenodo.4388642'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Epitaph for Aristarchos,"{'filename': 'isic4419', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4419', 'doi': '10.5281/zenodo.4381948'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3669,"{'filename': 'isic3669', 'edr': '122925', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3669', 'doi': '10.5281/zenodo.4381440'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Epitaph of Zoe,"{'filename': 'isic0815', 'tm': '175813', 'edr': '074418', 'edcs': '12800326', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0815', 'doi': '10.5281/zenodo.4339556'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0407,"{'filename': 'isic0407', 'tm': '491617', 'edcs': '21900448', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0407', 'doi': '10.5281/zenodo.4335560'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 2841,"{'filename': 'isic2841', 'tm': '645235', 'phi': '334526', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2841', 'doi': '10.5281/zenodo.4387493'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
Dedication by a sevir to Concordia,"{'filename': 'isic0768', 'tm': '175722', 'edr': '075544', 'edcs': '9401428', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0768', 'doi': '10.5281/zenodo.4339070'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 4086,"{'filename': 'isic4086', 'phi': '334614', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4086', 'doi': '10.5281/zenodo.4389800'}",[]
I.Sicily inscription 1131,"{'filename': 'isic1131', 'tm': '492744', 'edr': '136434', 'edcs': '39102288', 'phi': '140616', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1131', 'doi': '10.5281/zenodo.4385524'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0388,"{'filename': 'isic0388', 'tm': '491599', 'edr': '141197', 'edcs': '21900428', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0388', 'doi': '10.5281/zenodo.4384385'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0697,"{'filename': 'isic0697', 'tm': '493943', 'edcs': '32701132', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0697', 'doi': '10.5281/zenodo.4385188'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 0708,"{'filename': 'isic0708', 'tm': '175770', 'edcs': '6100273', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0708', 'doi': '10.5281/zenodo.4385198'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 3151,"{'filename': 'isic3151', 'tm': '493966', 'edr': '138383', 'edcs': '22200384', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3151', 'doi': '10.5281/zenodo.4357192'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 2917,"{'filename': 'isic2917', 'tm': '645306', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2917', 'doi': '10.5281/zenodo.4356422'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2880,"{'filename': 'isic2880', 'tm': '645273', 'phi': '334627', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2880', 'doi': '10.5281/zenodo.4387599'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 4401,"{'filename': 'isic4401', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic4401', 'doi': '10.5281/zenodo.4381902'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 3828,"{'filename': 'isic3828', 'phi': '334245', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3828', 'doi': '10.5281/zenodo.4381728'}",[]
I.Sicily inscription 3341,"{'filename': 'isic3341', 'tm': '645586', 'phi': '334863', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3341', 'doi': '10.5281/zenodo.4388424'}","[{'key': 'honorific', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/69.html', 'text': 'honorific (?)'}]"
I.Sicily inscription 1409,"{'filename': 'isic1409', 'tm': '493026', 'edcs': '39101538', 'phi': '140918', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1409', 'doi': '10.5281/zenodo.4385900'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1140,"{'filename': 'isic1140', 'tm': '492753', 'edcs': '39102297', 'phi': '140625', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1140', 'doi': '10.5281/zenodo.4351621'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 1151,"{'filename': 'isic1151', 'tm': '492764', 'edcs': '39102308', 'phi': '140636', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1151', 'doi': '10.5281/zenodo.4351651'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0512,"{'filename': 'isic0512', 'tm': '491737', 'edcs': '22000818', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0512', 'doi': '10.5281/zenodo.4384833'}","[{'key': 'terminus', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/96.html', 'text': 'terminus'}]"
I.Sicily inscription 1063,"{'filename': 'isic1063', 'tm': '492694', 'edcs': '39102220', 'phi': '140547', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1063', 'doi': '10.5281/zenodo.4385424'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1575,"{'filename': 'isic1575', 'tm': '284881', 'edr': '108281', 'edcs': '41300085', 'phi': '175699', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1575', 'doi': '10.5281/zenodo.4354526'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0701,"{'filename': 'isic0701', 'tm': '644895', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0701', 'doi': '10.5281/zenodo.4338907'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3091,"{'filename': 'isic3091', 'tm': '284943', 'edcs': '64901133', 'phi': '331411', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3091', 'doi': '10.5281/zenodo.4388107'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0875,"{'filename': 'isic0875', 'tm': '492503', 'edcs': '39102030', 'phi': '316303', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0875', 'doi': '10.5281/zenodo.4339773'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
"
Large block of uncertain purpose
","{'filename': 'isic0306', 'tm': '491515', 'edr': '140104', 'edcs': '21900341', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0306', 'doi': '10.5281/zenodo.4335085'}","[{'key': '', 'text': 'uncertain'}]"
Building inscription of bishop Tobias,"{'filename': 'isic3037', 'tm': '645391', 'phi': '332166', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3037', 'doi': '10.5281/zenodo.4357098'}","[{'key': 'building', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/86.html', 'text': 'building'}]"
I.Sicily inscription 3994,"{'filename': 'isic3994', 'phi': '334486', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3994', 'doi': '10.5281/zenodo.4389533'}",[]
I.Sicily inscription 3084,"{'filename': 'isic3084', 'tm': '645435', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3084', 'doi': '10.5281/zenodo.4388095'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 1354,"{'filename': 'isic1354', 'tm': '491454', 'edcs': '39101734', 'phi': '331400', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1354', 'doi': '10.5281/zenodo.4353523'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2944,"{'filename': 'isic2944', 'tm': '644853', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2944', 'doi': '10.5281/zenodo.4356492'}","[{'key': '', 'text': '(?)'}]"
I.Sicily inscription 0858,"{'filename': 'isic0858', 'tm': '492486', 'edcs': '39102012', 'phi': '140335', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0858', 'doi': '10.5281/zenodo.4339706'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary (?)'}]"
I.Sicily inscription 3446,"{'filename': 'isic3446', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3446', 'doi': '10.5281/zenodo.4388596'}",[]
I.Sicily inscription 1564,"{'filename': 'isic1564', 'tm': '285086', 'edr': '120703', 'edcs': '64900410', 'phi': '331240', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1564', 'doi': '10.5281/zenodo.4354468'}","[{'key': 'dedication', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/88.html', 'text': 'dedication'}]"
I.Sicily inscription 1237,"{'filename': 'isic1237', 'tm': '492840', 'edcs': '39101602', 'phi': '140722', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic1237', 'doi': '10.5281/zenodo.4385649'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3495,"{'filename': 'isic3495', 'tm': '645116', 'edr': '140734', 'edcs': '41300103', 'phi': '175741', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3495', 'doi': '10.5281/zenodo.4358626'}",[]
I.Sicily inscription 3613,"{'filename': 'isic3613', 'tm': '645686', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3613', 'doi': '10.5281/zenodo.4388829'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 0598,"{'filename': 'isic0598', 'tm': '491863', 'edr': '142515', 'edcs': '22100602', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic0598', 'doi': '10.5281/zenodo.4385016'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 2705,"{'filename': 'isic2705', 'tm': '645125', 'phi': '334802', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic2705', 'doi': '10.5281/zenodo.4387293'}","[{'key': 'funerary', 'ref': 'http://www.eagle-network.eu/voc/typeins/lod/92.html', 'text': 'funerary'}]"
I.Sicily inscription 3128,"{'filename': 'isic3128', 'tm': '645469', 'phi': '333767', 'uri': 'http://sicily.classics.ox.ac.uk/inscription/isic3128', 'doi': '10.5281/zenodo.4357184'}","[{'key': '', 'text': '(?)'}]"
