 "concept" , "prefLabel" , "altLabel" , "related" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/169" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , "Gratianus" , "https://www.eagle-network.eu/voc/dates/lod/172" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/55" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/173" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/170" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/169" ,
 "https://www.eagle-network.eu/voc/dates/lod/171" , "Gratian" , Γρατιανός , "https://www.eagle-network.eu/voc/dates/lod/172" ,
 "https://www.eagle-network.eu/voc/dates/lod/167" , "Julian" , "Giuliano" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/167" , "Julian" , "Giuliano" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/167" , "Julian" , "Iulianus" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/167" , "Julian" , "Iulianus" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/167" , "Julian" , Ἰουλιανός , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/167" , "Julian" , Ἰουλιανός , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/183" , "Justinian I" , "Giustiniano" , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/183" , "Justinian I" , "Giustiniano" , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/183" , "Justinian I" , Ἰουστινιανός , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/183" , "Justinian I" , Ἰουστινιανός , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/179" , "Leo I" , "Leon I." , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/179" , "Leo I" , "Leon I." , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/179" , "Leo I" , Λέων Α′ , "https://www.eagle-network.eu/voc/dates/lod/25" ,
 "https://www.eagle-network.eu/voc/dates/lod/179" , "Leo I" , Λέων Α′ , "https://www.eagle-network.eu/voc/dates/lod/30" ,
 "https://www.eagle-network.eu/voc/dates/lod/31" , "Caracala" , "Caracalla" , "https://www.eagle-network.eu/voc/dates/lod/52" ,
 "https://www.eagle-network.eu/voc/dates/lod/31" , "Caracala" , "Caracalla" , "https://www.eagle-network.eu/voc/dates/lod/53" ,
 "https://www.eagle-network.eu/voc/dates/lod/31" , "Caracala" , "Caracalla" , "https://www.eagle-network.eu/voc/dates/lod/54" ,
 "https://www.eagle-network.eu/voc/typeins/lod/75" , "Acclamation d'éphèbes" , "Aclamación a los efebos" , "https://www.eagle-network.eu/voc/typeins/lod/74" ,
 "https://www.eagle-network.eu/voc/typeins/lod/75" , "Acclamation d'éphèbes" , "Aclamación a los efebos" , "https://www.eagle-network.eu/voc/typeins/lod/73" ,
 "https://www.eagle-network.eu/voc/typeins/lod/75" , "Acclamation d'éphèbes" , "Iscrizione di efebo" , "https://www.eagle-network.eu/voc/typeins/lod/74" ,
 "https://www.eagle-network.eu/voc/typeins/lod/75" , "Acclamation d'éphèbes" , "Iscrizione di efebo" , "https://www.eagle-network.eu/voc/typeins/lod/73" ,
 "https://www.eagle-network.eu/voc/typeins/lod/74" , "Acclamation de divinité" , "Aclamación a la divinidad" , "https://www.eagle-network.eu/voc/typeins/lod/75" ,
 "https://www.eagle-network.eu/voc/typeins/lod/74" , "Acclamation de divinité" , "Aclamación a la divinidad" , "https://www.eagle-network.eu/voc/typeins/lod/73" ,
 "https://www.eagle-network.eu/voc/typeins/lod/73" , "Akklamation" , "Acclamation" , "https://www.eagle-network.eu/voc/typeins/lod/75" ,
 "https://www.eagle-network.eu/voc/typeins/lod/73" , "Akklamation" , "Acclamation" , "https://www.eagle-network.eu/voc/typeins/lod/74" ,
 "https://www.eagle-network.eu/voc/typeins/lod/73" , "Akklamation" , "Aclamación" , "https://www.eagle-network.eu/voc/typeins/lod/75" ,
 "https://www.eagle-network.eu/voc/typeins/lod/73" , "Akklamation" , "Aclamación" , "https://www.eagle-network.eu/voc/typeins/lod/74" ,
 "https://www.eagle-network.eu/voc/typeins/lod/78" , "Apostrophe" , "Apóstrofe" , "https://www.eagle-network.eu/voc/typeins/lod/76" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "curse" , "https://www.eagle-network.eu/voc/typeins/lod/78" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "curse" , "https://www.eagle-network.eu/voc/typeins/lod/77" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "curse" , "https://www.eagle-network.eu/voc/typeins/lod/366" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "Tabula defixionis" , "https://www.eagle-network.eu/voc/typeins/lod/78" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "Tabula defixionis" , "https://www.eagle-network.eu/voc/typeins/lod/77" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "Tabula defixionis" , "https://www.eagle-network.eu/voc/typeins/lod/366" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "Fluchtafel" , "https://www.eagle-network.eu/voc/typeins/lod/78" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "Fluchtafel" , "https://www.eagle-network.eu/voc/typeins/lod/77" ,
 "https://www.eagle-network.eu/voc/typeins/lod/76" , "Defixio" , "Fluchtafel" , "https://www.eagle-network.eu/voc/typeins/lod/366" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Bauinschrift, öffentlich und privat" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Bauinschrift, öffentlich und privat" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Bauinschrift, öffentlich und privat" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building / dedicatory inscription" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building / dedicatory inscription" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building / dedicatory inscription" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building dedication" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building dedication" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building dedication" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building / honorific inscription" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building / honorific inscription" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building / honorific inscription" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building inscription" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building inscription" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building inscription" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Inscription de construction" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Inscription de construction" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Inscription de construction" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building text" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building text" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "building text" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building restoration" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building restoration" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Building restoration" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "restoration" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "restoration" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "restoration" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "restoration works" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "restoration works" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "restoration works" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "építési felirat" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "építési felirat" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "építési felirat" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Inscriptions sur un bâtiment public ou privé" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Inscriptions sur un bâtiment public ou privé" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "Inscriptions sur un bâtiment public ou privé" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "iscrizione edilizia" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "iscrizione edilizia" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "iscrizione edilizia" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "επιτοίχια επιγραφή, σε επιφάνεια δημοσίου ή ιδιωτικού
            κτηρίου" , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "επιτοίχια επιγραφή, σε επιφάνεια δημοσίου ή ιδιωτικού
            κτηρίου" , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , "επιτοίχια επιγραφή, σε επιφάνεια δημοσίου ή ιδιωτικού
            κτηρίου" , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , بناء النص , "https://www.eagle-network.eu/voc/typeins/lod/356" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , بناء النص , "https://www.eagle-network.eu/voc/typeins/lod/90" ,
 "https://www.eagle-network.eu/voc/typeins/lod/86" , "Bauinschrift" , بناء النص , "https://www.eagle-network.eu/voc/typeins/lod/88" ,
 "https://www.eagle-network.eu/voc/typeins/lod/90" , "Obras publicas" , "titulus operis publici" , "https://www.eagle-network.eu/voc/typeins/lod/86" ,
 "https://www.eagle-network.eu/voc/typeins/lod/90" , "Obras publicas" , "Inschrift eines öffentlichen Gebäudes" , "https://www.eagle-network.eu/voc/typeins/lod/86" ,
 "https://www.eagle-network.eu/voc/typeins/lod/88" , "tit. dedicatorius" , "Dédicatoria de monumento" , "https://www.eagle-network.eu/voc/typeins/lod/86" ,
 "https://www.eagle-network.eu/voc/typeins/lod/88" , "tit. dedicatorius" , "Dédicatoria de monumento" , "https://www.eagle-network.eu/voc/typeins/lod/89" ,
 "https://www.eagle-network.eu/voc/typeins/lod/88" , "tit. dedicatorius" , "Dédicatoria de monumento" , "https://www.eagle-network.eu/voc/typeins/lod/83" ,
 "https://www.eagle-network.eu/voc/typeins/lod/88" , "tit. dedicatorius" , "Dedicatory" , "https://www.eagle-network.eu/voc/typeins/lod/86" ,
 "https://www.eagle-network.eu/voc/typeins/lod/88" , "tit. dedicatorius" , "Dedicatory" , "https://www.eagle-network.eu/voc/typeins/lod/89" ,
 "https://www.eagle-network.eu/voc/typeins/lod/88" , "tit. dedicatorius" , "Dedicatory" , "https://www.eagle-network.eu/voc/typeins/lod/83" ,
 "https://www.eagle-network.eu/voc/typeins/lod/97" , "Borne de cadastration" , "Mojón de cadastración" , "https://www.eagle-network.eu/voc/typeins/lod/96" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo di centuriazione" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary marker" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "terminus" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "borne" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary inscription" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Border delimitation" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "Boundary stone" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary text" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "boundary" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippus" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "cippo terminale" , "https://www.eagle-network.eu/voc/typeins/lod/102" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "miliario" , "https://www.eagle-network.eu/voc/typeins/lod/97" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "miliario" , "https://www.eagle-network.eu/voc/typeins/lod/98" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "miliario" , "https://www.eagle-network.eu/voc/typeins/lod/99" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "miliario" , "https://www.eagle-network.eu/voc/typeins/lod/100" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "miliario" , "https://www.eagle-network.eu/voc/typeins/lod/101" ,
 "https://www.eagle-network.eu/voc/typeins/lod/96" , "term. non sep." , "miliario" , "https://www.eagle-network.eu/voc/typeins/lod/95" ,
